Sale ID,Date,Item ID,Batch ID,Product Type,Species,Grade,Finish,Dominant Color,Color Count (#),Customer Type,Customer Name,Country,City,Channel,Lead Source,Price (CAD),Discount (CAD),Shipping (CAD),Taxes Collected (CAD),Payment Method,COA #,Shipped Date,Consignment? (Y/N),Consignment Owner,Export Permit (PDF link),length,width,weight,,,,,,,,
S-0866,2025-01-01,I-0053,B-2025-031,Fossil,Placenticeras meeki,AAA,Polished,Rainbow,7,Retail Collector,D. Martinez,Canada,Calgary,Online,Instagram,17250,0,75,863,Square,COA-000172,2025-05-30,N,,C:\Permits\EXP-0172.pdf,32,25,22.4,,,,,,,,
S-0867,2025-08-27,I-0030,B-2025-019,Fossil,Placenticeras meeki,A,Stabilized,Red/Orange,4,Retail Collector,L. Zhang,Canada,Calgary,Online,Facebook,6800,0,40,340,Square,COA-000152,2025-06-01,N,,C:\Permits\EXP-0152.pdf,19,12,7.9,,,,,,,,
S-0868,2025-10-17,I-0052,B-2025-030,Fossil,Placenticeras meeki,A,Polished,Teal/Blue,4,Retail Collector,W. Lee,Canada,Calgary,Online,Facebook,9050,0,30,453,Square,COA-000171,2025-06-04,N,,C:\Permits\EXP-0171.pdf,31,20,16,,,,,,,,
S-0869,2025-04-06,I-0066,B-2025-038,Fossil,Placenticeras meeki,AA,Stabilized,Peacock,4,Retail Collector,A. Mori,Canada,Toronto,Online,Instagram,14650,0,60,733,Square,COA-000185,2025-06-06,N,,C:\Permits\EXP-0185.pdf,40,26,23.4,,,,,,,,
S-0870,2025-05-06,I-0002,B-2025-001,Fossil,Placenticeras meeki,AA,Stabilized,Peacock,6,Retail Collector,S. Patel,Canada,Vancouver,Online,Instagram,11550,0,95,578,Square,COA-000121,2025-06-08,N,,C:\Permits\EXP-0121.pdf,28,18,13.2,,,,,,,,
S-0871,2025-04-28,I-0017,B-2025-010,Fossil,Placenticeras meeki,AA,Polished,Blue/Green,6,Retail Collector,N. Dubois,Canada,Montreal,Online,Website,10800,0,70,540,Square,COA-000136,2025-06-10,N,,C:\Permits\EXP-0136.pdf,16,12,6.3,,,,,,,,
S-0872,2025-02-17,I-0076,B-2025-044,Fossil,Placenticeras meeki,AA,Polished,Fiery Red,7,Retail Collector,J. Park,Canada,Edmonton,Online,Website,10200,0,80,510,Square,COA-000195,2025-06-12,N,,C:\Permits\EXP-0195.pdf,25,14,9.6,,,,,,,,
S-0873,2025-03-30,I-0068,B-2025-039,Fossil,Placenticeras meeki,AAA,Stabilized,Sunset (R/O/G),7,Wholesaler,Dragon Jade Co.,Hong Kong,Hong Kong,Wholesale,Referral,15850,0,0,0,Wire,COA-000187,2025-06-15,N,,C:\Permits\EXP-0187.pdf,35,21,19.3,,,,,,,,
S-0874,2025-08-25,I-0004,B-2025-003,Fossil,Placenticeras meeki,AA,Polished,Sunset (R/O/G),4,Retail Collector,L. Kim,Canada,Vancouver,Online,Instagram,9450,0,30,473,Square,COA-000123,2025-06-17,N,,C:\Permits\EXP-0123.pdf,10,8,5,,,,,,,,
S-0875,2025-09-29,I-0019,B-2025-012,Fossil,Placenticeras meeki,AA,Stabilized,Red/Green,6,Retail Collector,E. Zhang,Canada,Calgary,Online,Instagram,13850,0,50,693,Square,COA-000137,2025-06-20,N,,C:\Permits\EXP-0137.pdf,32,20,18,,,,,,,,
S-0876,2025-07-08,I-0046,B-2025-028,Fossil,Placenticeras meeki,AA,Stabilized,Red/Green,6,Retail Collector,M. Brown,Canada,Toronto,Online,Referral,12950,0,30,648,Square,COA-000165,2025-06-23,N,,C:\Permits\EXP-0165.pdf,31,17,15.8,,,,,,,,
S-0877,2025-07-11,I-0086,B-2025-050,Fossil,Placenticeras meeki,AA,Polished,Sunset (R/O/G),7,Retail Collector,J. Singh,Canada,Calgary,Online,Instagram,13700,0,60,685,Square,COA-000205,2025-06-25,N,,C:\Permits\EXP-0205.pdf,17,13,7.3,,,,,,,,
S-0878,2025-03-10,I-0032,B-2025-020,Fossil,Placenticeras meeki,B,Stabilized,Peacock,5,Retail Collector,T. Park,Canada,Edmonton,Online,Website,3500,0,40,175,Square,COA-000154,2025-06-27,N,,C:\Permits\EXP-0154.pdf,36,24,17.2,,,,,,,,
S-0879,2025-10-05,I-0077,B-2025-045,Fossil,Placenticeras meeki,AA,Polished,Peacock,7,Retail Collector,A. Khan,Canada,Edmonton,Online,Google Ads,12550,0,90,628,Square,COA-000196,2025-06-30,N,,C:\Permits\EXP-0196.pdf,20,14,9.1,,,,,,,,
S-0880,2025-09-04,I-0021,B-2025-012,Fossil,Placenticeras meeki,AAA,Stabilized,Golden Red,7,Gallery,Aurora Stones,Canada,Vancouver,Wholesale,Referral,19600,0,75,980,Wire,COA-000143,2025-07-02,Y,Prairie Collectors Club,C:\Permits\EXP-0143.pdf,27,16,13.1,,,,,,,,
S-0881,2025-03-17,I-0055,B-2025-031,Fossil,Placenticeras meeki,AA,Polished,Fiery Red,5,Retail Collector,K. Nguyen,Canada,Calgary,Online,Instagram,12150,0,45,608,Credit Card,COA-000174,2025-07-05,N,,C:\Permits\EXP-0174.pdf,19,15,9.8,,,,,,,,
S-0882,2025-06-03,I-0067,B-2025-038,Fossil,Placenticeras meeki,AA,Stabilized,Purple/Red,5,Retail Collector,D. Ivanov,Canada,Toronto,Online,Google Ads,12650,0,40,633,Square,COA-000186,2025-07-07,N,,C:\Permits\EXP-0186.pdf,40,26,21.2,,,,,,,,
S-0883,2025-05-24,I-0018,B-2025-011,Fossil,Placenticeras meeki,AA,Stabilized,Multicolor,7,Gallery,Emerald & Stone,Canada,Vancouver,Wholesale,Referral,13150,0,55,658,Wire,COA-000139,2025-07-10,Y,Emerald & Stone,C:\Permits\EXP-0139.pdf,34,24,21.1,,,,,,,,
S-0884,2025-03-27,I-0058,B-2025-033,Fossil,Placenticeras meeki,AA,Polished,Multicolor,5,Retail Collector,C. Kim,Canada,Calgary,Online,Website,14250,0,85,713,Square,COA-000178,2025-07-13,N,,C:\Permits\EXP-0178.pdf,33,21,16.7,,,,,,,,
S-0885,2025-07-04,I-0048,B-2025-028,Fossil,Placenticeras meeki,AA,Stabilized,Purple/Red,6,Retail Collector,L. Singh,Canada,Calgary,Online,Instagram,11300,0,0,565,Square,COA-000167,2025-07-16,N,,C:\Permits\EXP-0167.pdf,27,16,14,,,,,,,,
S-0886,2025-10-12,I-0044,B-2025-026,Fossil,Placenticeras meeki,AAA,Stabilized,Peacock,5,Wholesaler,Prairie Gem Exchange,United States,Chicago,Wholesale,Referral,18150,0,75,0,Wire,COA-000163,2025-07-18,Y,148 Rockhounds,C:\Permits\EXP-0163.pdf,21,13,9.9,,,,,,,,
S-0887,2025-08-08,I-0056,B-2025-033,Fossil,Placenticeras meeki,AA,Stabilized,Teal/Blue,5,Retail Collector,C. Brown,Canada,Calgary,Online,Website,12400,0,35,620,Square,COA-000176,2025-07-21,N,,C:\Permits\EXP-0176.pdf,28,20,15.4,,,,,,,,
S-0888,2025-03-10,I-0018,B-2025-011,Fossil,Placenticeras meeki,AAA,Polished,Rainbow,6,Retail Collector,A. Khan,Canada,Calgary,Online,Instagram,17650,0,85,883,Square,COA-000138,2025-07-24,N,,C:\Permits\EXP-0138.pdf,21,17,11,,,,,,,,
S-0889,2025-02-16,I-0007,B-2025-004,Fossil,Placenticeras meeki,AA,Stabilized,Green/Gold,6,Retail Collector,R. Chen,Canada,Calgary,Online,Facebook,9700,0,45,485,Square,COA-000126,2025-07-26,N,,C:\Permits\EXP-0126.pdf,14,7,5.1,,,,,,,,
S-0890,2025-04-04,I-0060,B-2025-035,Fossil,Placenticeras meeki,AA,Polished,Fiery Red,4,Retail Collector,Y. Chen,Canada,Calgary,Online,Instagram,11750,0,40,588,Square,COA-000179,2025-07-28,N,,C:\Permits\EXP-0179.pdf,10,7,5,,,,,,,,
S-0891,2025-08-26,I-0076,B-2025-045,Fossil,Placenticeras meeki,AA,Stabilized,Fiery Red,5,Retail Collector,R. Park,Canada,Toronto,Online,Instagram,14200,0,45,710,Square,COA-000195,2025-07-30,N,,C:\Permits\EXP-0195.pdf,33,18,16.2,,,,,,,,
S-0892,2025-07-23,I-0037,B-2025-023,Fossil,Placenticeras meeki,AA,Polished,Multicolor,7,Retail Collector,J. Martin,Canada,Toronto,Online,Instagram,12950,0,95,648,Square,COA-000159,2025-08-02,N,,C:\Permits\EXP-0159.pdf,25,17,12.8,,,,,,,,
S-0893,2025-08-06,I-0020,B-2025-012,Fossil,Placenticeras meeki,A,Polished,Multicolor,6,Museum,Prairie Heritage Museum,Canada,Lethbridge,Direct,Donation w/ sale,8000,0,0,400,Cheque,COA-000142,2025-08-05,N,,C:\Permits\EXP-0142.pdf,38,26,18.9,,,,,,,,
S-0894,2025-02-08,I-0039,B-2025-024,Fossil,Placenticeras meeki,A,Polished,Green/Blue,5,Retail Collector,O. Rossi,Canada,Calgary,Online,Facebook,8650,0,85,433,Credit Card,COA-000161,2025-08-08,N,,C:\Permits\EXP-0161.pdf,24,16,11.5,,,,,,,,
S-0895,2025-04-10,I-0035,B-2025-022,Fossil,Placenticeras meeki,A,Polished,Purple/Red,4,Retail Collector,C. Martin,Canada,Surrey,Online,Referral,8300,0,80,415,Square,COA-000157,2025-08-12,N,,C:\Permits\EXP-0157.pdf,11,8,5,,,,,,,,
S-0896,2025-10-16,I-0046,B-2025-028,Fossil,Placenticeras meeki,AA,Stabilized,Purple/Red,6,Retail Collector,A. Dubois,Canada,Montreal,Online,Instagram,12300,0,85,615,Credit Card,COA-000165,2025-08-15,N,,C:\Permits\EXP-0165.pdf,36,26,23,,,,,,,,
S-0897,2025-09-11,I-0021,B-2025-013,Fossil,Placenticeras meeki,AA,Stabilized,Blue/Green,6,Wholesaler,Global Fossil Traders,United States,Denver,Wholesale,Trade Show,9800,0,90,0,Wire,COA-000142,2025-08-16,N,,C:\Permits\EXP-0142.pdf,18,11,7.5,,,,,,,,
S-0898,2025-08-10,I-0061,B-2025-035,Fossil,Placenticeras meeki,AA,Stabilized,Red/Orange,7,Retail Collector,I. Park,Canada,Calgary,Online,Facebook,14050,0,45,703,Square,COA-000180,2025-08-19,N,,C:\Permits\EXP-0180.pdf,35,24,20.3,,,,,,,,
S-0899,2025-01-23,I-0019,B-2025-010,Fossil,Placenticeras meeki,A,Polished,Red/Orange,7,Retail Collector,H. Chen,Canada,Surrey,Online,Website,7400,0,40,370,Square,COA-000137,2025-08-21,N,,C:\Permits\EXP-0137.pdf,16,12,5.9,,,,,,,,
S-0900,2025-09-07,I-0057,B-2025-033,Fossil,Placenticeras meeki,A,Polished,Multicolor,4,Retail Collector,D. Rossi,Canada,Calgary,Online,Instagram,9050,0,55,453,Square,COA-000177,2025-08-23,N,,C:\Permits\EXP-0177.pdf,31,17,15.3,,,,,,,,
S-0901,2025-01-10,I-0064,B-2025-037,Fossil,Placenticeras meeki,A,Stabilized,Green/Gold,5,Retail Collector,T. Dubois,Canada,Toronto,Online,Instagram,9250,0,50,463,Credit Card,COA-000183,2025-08-26,N,,C:\Permits\EXP-0183.pdf,24,16,12.4,,,,,,,,
S-0902,2025-09-03,I-0086,B-2025-050,Fossil,Placenticeras meeki,AA,Polished,Rainbow,5,Wholesaler,Prairie Gem Exchange,United States,Houston,Wholesale,Repeat Client,15450,0,80,0,Wire,COA-000206,2025-08-28,Y,Prairie Collectors Club,C:\Permits\EXP-0206.pdf,28,21,17.5,,,,,,,,
S-0903,2025-04-10,I-0045,B-2025-027,Fossil,Placenticeras meeki,B,Polished,Green/Gold,4,Retail Collector,D. Khan,Canada,Calgary,Online,Instagram,3300,0,35,165,Square,COA-000164,2025-09-01,N,,C:\Permits\EXP-0164.pdf,9,7,5,,,,,,,,
S-0904,2025-10-17,I-0034,B-2025-023,Fossil,Placenticeras meeki,AA,Polished,Purple/Red,4,Retail Collector,L. Dubois,Canada,Edmonton,Online,Instagram,12400,0,90,620,Square,COA-000156,2025-09-04,N,,C:\Permits\EXP-0156.pdf,23,13,10.2,,,,,,,,
S-0905,2025-06-29,I-0048,B-2025-029,Fossil,Placenticeras meeki,A,Stabilized,Fiery Red,4,Retail Collector,M. Park,Canada,Calgary,Online,Instagram,9200,0,55,460,Square,COA-000167,2025-09-07,N,,C:\Permits\EXP-0167.pdf,17,11,6.6,,,,,,,,
S-0906,2025-08-11,I-0022,B-2025-013,Fossil,Placenticeras meeki,AAA,Polished,Fiery Red,4,Retail Collector,H. Kim,Canada,Vancouver,Online,Instagram,16500,0,100,825,Square,COA-000144,2025-09-10,N,,C:\Permits\EXP-0144.pdf,26,17,13.5,,,,,,,,
S-0907,2025-09-07,I-0014,B-2025-009,Fossil,Placenticeras meeki,AA,Polished,Green/Blue,5,Wholesaler,Hong Kong Minerals Ltd.,China,Shanghai,Wholesale,Trade Show,14750,0,85,0,Wire,COA-000134,2025-09-13,N,,C:\Permits\EXP-0134.pdf,32,20,15.8,,,,,,,,
S-0908,2025-05-27,I-0038,B-2025-024,Fossil,Placenticeras meeki,AA,Polished,Blue/Green,7,Retail Collector,A. Martin,Canada,Calgary,Online,Website,13050,0,95,653,Square,COA-000160,2025-09-16,N,,C:\Permits\EXP-0160.pdf,25,18,12.9,,,,,,,,
S-0909,2025-04-06,I-0072,B-2025-042,Fossil,Placenticeras meeki,A,Stabilized,Red/Orange,4,Retail Collector,N. Singh,Canada,Toronto,Online,Website,6950,0,75,348,Square,COA-000191,2025-09-18,N,,C:\Permits\EXP-0191.pdf,22,15,8.4,,,,,,,,
S-0910,2025-09-14,I-0029,B-2025-019,Fossil,Placenticeras meeki,AA,Stabilized,Peacock,6,Retail Collector,A. Patel,Canada,Edmonton,Online,Instagram,13250,0,100,663,Square,COA-000151,2025-09-21,N,,C:\Permits\EXP-0151.pdf,34,22,18.3,,,,,,,,
S-0911,2025-01-04,I-0059,B-2025-034,Fossil,Placenticeras meeki,AAA,Stabilized,Sunset (R/O/G),7,Gallery,Crystal Cove Gallery,France,Paris,Wholesale,Referral,18050,0,110,0,Wire,COA-000178,2025-09-24,Y,148 Rockhounds,C:\Permits\EXP-0178.pdf,36,23,19.6,,,,,,,,
S-0912,2025-01-16,I-0013,B-2025-008,Fossil,Placenticeras meeki,AA,Polished,Green/Blue,6,Retail Collector,Z. Dubois,Canada,Edmonton,Online,Instagram,12900,0,60,645,Square,COA-000132,2025-09-27,N,,C:\Permits\EXP-0132.pdf,40,27,22.8,,,,,,,,
S-0913,2025-10-07,I-0028,B-2025-018,Fossil,Placenticeras meeki,A,Polished,Multicolor,7,Gallery,Opal & Onyx Gallery,France,Marseille,Wholesale,Trade Show,5500,0,75,0,Credit Card,COA-000147,2025-12-31,N,,C:\Permits\EXP-0147.pdf,24,10,20.6,,,,,,,,
S-0914,2025-09-04,I-2001,B-2025-012,Fossil,Placenticeras intercalare,A,Polished,Fiery Red,6,Gallery,Aurora Stones,Canada,Toronto,Partner,Google Ads,12882,0,1874,644,Credit Card,COA-000200,2025-09-29,Y,Ammolite Guild,C:\Permits\EXP-5317.pdf,35.6,20.2,20.2,,,,,,,,
S-0915,2025-09-15,I-2002,B-2025-013,Fossil,Placenticeras intercalare,A,Polished,Red/Orange,5,Gallery,Emerald & Stone,Malaysia,Johor Bahru,Online,Google Ads,26684,0,2456,0,EFT,COA-000201,2025-12-25,Y,Prairie Collectors Club,C:\Permits\EXP-9126.pdf,22.9,6.9,6.9,,,,,,,,
S-0916,2025-06-09,I-2003,B-2025-018,Fossil,Placenticeras intercalare,A,Stabilized,Green/Blue,7,Museum,Fossil Research Centre,Japan,Osaka,Wholesale,Referral,8000,0,1327,0,PayPal,COA-000202,2025-04-28,Y,Opal & Onyx Gallery,C:\Permits\EXP-3971.pdf,12.9,19.2,18.5,,,,,,,,
S-0917,2025-06-01,I-2004,B-2025-011,Fossil,Placenticeras intercalare,AAA,Polished,Golden Red,4,Gallery,Northern Lights Gallery,Japan,Osaka,Online,Outbound Call,19471,0,2586,0,Square,COA-000203,2025-05-02,N,,C:\Permits\EXP-1263.pdf,30.3,12.8,22,,,,,,,,
S-0918,2025-06-27,I-2005,B-2025-010,Fossil,Placenticeras intercalare,AAA,Polished,Multicolor,7,Museum,Natural History Museum,China,Shanghai,Partner,Facebook,40000,0,234,0,Square,COA-000204,2025-09-19,N,,C:\Permits\EXP-4690.pdf,18.1,18.6,8.2,,,,,,,,
S-0919,2025-06-12,I-2006,B-2025-011,Fossil,Placenticeras intercalare,AA,Polished,Fiery Red,7,Museum,Prairie Heritage Museum,France,Lyon,Wholesale,Referral,17833,938,1147,0,PayPal,COA-000205,2025-05-30,N,,C:\Permits\EXP-2604.pdf,33.2,27.8,12.4,,,,,,,,
S-0920,2025-02-02,I-2007,B-2025-017,Fossil,Placenticeras intercalare,B,Stabilized,Green/Blue,6,Museum,Natural History Museum,Canada,Toronto,Wholesale,Website,22161,0,822,1108,Wire,COA-000206,2025-10-29,N,,C:\Permits\EXP-5228.pdf,22.6,26.9,10.8,,,,,,,,
S-0921,2025-06-28,I-2008,B-2025-016,Fossil,Placenticeras intercalare,AAA,Polished,Green/Gold,5,Museum,Fossil Research Centre,Malaysia,Johor Bahru,Wholesale,Facebook,32116,0,1801,0,Credit Card,COA-000207,2025-02-17,Y,Opal & Onyx Gallery,C:\Permits\EXP-9259.pdf,26.4,23.8,21.8,,,,,,,,
S-0922,2025-04-11,I-2009,B-2025-019,Fossil,Placenticeras intercalare,B,Polished,Green/Blue,7,Museum,Natural History Museum,Malaysia,Johor Bahru,Partner,Trade Show,17051,897,753,0,EFT,COA-000208,2025-07-16,N,,C:\Permits\EXP-7612.pdf,14.8,30.7,7.5,,,,,,,,
S-0923,2025-09-25,I-2010,B-2025-015,Fossil,Placenticeras intercalare,AAA,Polished,Sunset (R/O/G),4,Retail Collector,L. Chen,Japan,Osaka,Retail,Outbound Call,35450,0,1288,0,Wire,COA-000209,2025-01-19,N,,C:\Permits\EXP-6291.pdf,30.1,16.7,9.5,,,,,,,,
S-0924,2025-03-06,I-2011,B-2025-016,Fossil,Placenticeras intercalare,AA,Stabilized,Teal/Blue,7,Retail Collector,N. Patel,South Korea,Busan,Online,Outbound Call,9368,0,2991,0,PayPal,COA-000210,2025-07-03,N,,C:\Permits\EXP-6569.pdf,41.7,31.1,19,,,,,,,,
S-0925,2025-06-17,I-2012,B-2025-015,Fossil,Placenticeras intercalare,A,Stabilized,Rainbow,4,Museum,Prairie Heritage Museum,South Korea,Busan,Wholesale,Website,26759,0,2899,0,PayPal,COA-000211,2025-01-31,N,,C:\Permits\EXP-5742.pdf,33.5,19.3,21.9,,,,,,,,
S-0926,2025-02-12,I-2013,B-2025-012,Fossil,Placenticeras intercalare,B,Stabilized,Green/Blue,4,Retail Collector,O. Berg,Japan,Osaka,Retail,Facebook,19887,0,1876,0,EFT,COA-000212,2025-02-10,N,,C:\Permits\EXP-9457.pdf,39.3,9.1,24.1,,,,,,,,
S-0927,2025-02-13,I-2014,B-2025-016,Fossil,Placenticeras intercalare,AA,Stabilized,Fiery Red,5,Retail Collector,D. Park,United States,Denver,Online,Google Ads,14863,0,1990,0,Credit Card,COA-000213,2025-09-26,N,,C:\Permits\EXP-4643.pdf,39,31.7,15.9,,,,,,,,
S-0928,2025-10-12,I-2015,B-2025-011,Fossil,Placenticeras intercalare,AA,Polished,Green/Blue,4,Retail Collector,D. Park,Japan,Osaka,Online,Website,24867,0,264,0,Square,COA-000214,2025-10-21,N,,C:\Permits\EXP-5754.pdf,15,26.7,11.9,,,,,,,,
S-0929,2025-01-12,I-2016,B-2025-010,Fossil,Placenticeras intercalare,AA,Polished,Peacock,5,Gallery,Aurora Stones,Malaysia,Johor Bahru,Partner,Outbound Call,10570,0,695,0,PayPal,COA-000215,2025-01-05,N,,C:\Permits\EXP-4530.pdf,33.2,18.2,20.5,,,,,,,,
S-0930,2025-04-05,I-2017,B-2025-016,Fossil,Placenticeras intercalare,AAA,Stabilized,Blue/Green,4,Retail Collector,W. Garcia,France,Lyon,Retail,Facebook,28483,0,822,0,EFT,COA-000216,2025-06-03,N,,C:\Permits\EXP-2258.pdf,19,14.2,11.5,,,,,,,,
S-0931,2025-10-29,I-2018,B-2025-015,Fossil,Placenticeras intercalare,A,Polished,Green/Blue,7,Retail Collector,O. Berg,Japan,Osaka,Retail,Trade Show,9559,0,2843,0,Square,COA-000217,2025-04-09,Y,Emerald & Stone,C:\Permits\EXP-2801.pdf,8.8,7.9,6.6,,,,,,,,
S-0932,2025-09-10,I-2019,B-2025-013,Fossil,Placenticeras intercalare,A,Stabilized,Blue/Green,7,Retail Collector,C. Johnson,South Korea,Busan,Retail,Outbound Call,12074,0,1537,0,PayPal,COA-000218,2025-09-12,N,,C:\Permits\EXP-5477.pdf,30.5,29.9,22.8,,,,,,,,
S-0933,2025-08-30,I-2020,B-2025-019,Fossil,Placenticeras intercalare,B,Stabilized,Purple/Red,6,Museum,Fossil Research Centre,Hong Kong,Hong Kong,Partner,Outbound Call,22094,0,1340,0,Credit Card,COA-000219,2025-08-12,Y,148 Rockhounds,C:\Permits\EXP-4435.pdf,9.4,24.3,16.1,,,,,,,,
S-0934,2025-02-04,I-2021,B-2025-019,Fossil,Placenticeras intercalare,AA,Stabilized,Red/Orange,7,Gallery,Northern Lights Gallery,Japan,Osaka,Wholesale,Google Ads,38203,0,2459,0,PayPal,COA-000220,2025-04-04,Y,Pacific Gem Arts,C:\Permits\EXP-3393.pdf,14.8,6.3,23.4,,,,,,,,
S-0935,2025-08-03,I-2022,B-2025-014,Fossil,Placenticeras intercalare,AAA,Polished,Rainbow,6,Museum,Prairie Heritage Museum,China,Shanghai,Online,Trade Show,29812,0,2849,0,EFT,COA-000221,2025-11-15,N,,C:\Permits\EXP-3532.pdf,35.8,12,20.9,,,,,,,,
S-0936,2025-03-31,I-2023,B-2025-019,Fossil,Placenticeras intercalare,AA,Polished,Green/Gold,4,Retail Collector,J. Martin,France,Lyon,Show,Outbound Call,21753,0,839,0,EFT,COA-000222,2025-05-15,Y,Opal & Onyx Gallery,C:\Permits\EXP-5557.pdf,27.8,26.6,21.8,,,,,,,,
S-0937,2025-09-21,I-2024,B-2025-015,Fossil,Placenticeras intercalare,AA,Stabilized,Purple/Red,6,Museum,Natural History Museum,China,Shanghai,Online,Facebook,17554,0,1543,0,PayPal,COA-000223,2025-11-17,Y,Emerald & Stone,C:\Permits\EXP-6800.pdf,22.6,27.4,18.7,,,,,,,,
S-0938,2025-04-03,I-2025,B-2025-010,Fossil,Placenticeras intercalare,A,Polished,Blue/Green,6,Retail Collector,J. Martin,Hong Kong,Hong Kong,Online,Instagram,17149,0,581,0,Square,COA-000224,2025-02-03,N,,C:\Permits\EXP-6181.pdf,34.8,30,22.8,,,,,,,,
S-0939,2025-03-31,I-2026,B-2025-017,Fossil,Placenticeras intercalare,AAA,Stabilized,Fiery Red,6,Gallery,Aurora Stones,China,Shanghai,Wholesale,Trade Show,31706,0,635,0,Cheque,COA-000225,2025-07-21,Y,Pacific Gem Arts,C:\Permits\EXP-7755.pdf,40.5,27.5,24.6,,,,,,,,
S-0940,2025-04-25,I-2027,B-2025-014,Fossil,Placenticeras intercalare,B,Polished,Rainbow,5,Museum,Natural History Museum,Japan,Osaka,Wholesale,Website,8000,0,2712,0,Cheque,COA-000226,2025-11-22,Y,Opal & Onyx Gallery,C:\Permits\EXP-6451.pdf,12.4,6.8,20.8,,,,,,,,
S-0941,2025-04-15,I-2028,B-2025-012,Fossil,Placenticeras intercalare,AAA,Polished,Rainbow,6,Retail Collector,T. Singh,Canada,Toronto,Retail,Instagram,26566,0,2749,1328,EFT,COA-000227,2025-03-14,N,,C:\Permits\EXP-8678.pdf,28.9,13,11.4,,,,,,,,
S-0942,2025-07-15,I-2029,B-2025-010,Fossil,Placenticeras intercalare,B,Stabilized,Green/Gold,6,Gallery,Northern Lights Gallery,United States,Denver,Partner,Trade Show,11189,0,2581,0,Credit Card,COA-000228,2025-07-01,Y,Emerald & Stone,C:\Permits\EXP-4188.pdf,41.1,26.9,10.4,,,,,,,,
S-0943,2025-11-10,I-2030,B-2025-019,Fossil,Placenticeras intercalare,AA,Polished,Teal/Blue,5,Retail Collector,C. Johnson,Malaysia,Johor Bahru,Retail,Outbound Call,34794,0,2660,0,EFT,COA-000229,2025-08-10,N,,C:\Permits\EXP-4109.pdf,11.8,23.7,22.2,,,,,,,,
S-0944,2025-04-24,I-2031,B-2025-018,Fossil,Placenticeras intercalare,AA,Stabilized,Blue/Green,4,Gallery,Aurora Stones,Japan,Osaka,Online,Facebook,10892,0,1293,0,Credit Card,COA-000230,2025-11-07,Y,Opal & Onyx Gallery,C:\Permits\EXP-8965.pdf,8.8,19.9,8.9,,,,,,,,
S-0945,2025-03-16,I-2032,B-2025-018,Fossil,Placenticeras intercalare,AAA,Polished,Golden Red,7,Retail Collector,N. Patel,Malaysia,Johor Bahru,Online,Website,31370,0,1297,0,PayPal,COA-000231,2025-12-01,Y,Prairie Heritage Museum,C:\Permits\EXP-5606.pdf,39.3,30,6.9,,,,,,,,
S-0946,2025-08-05,I-2033,B-2025-013,Fossil,Placenticeras intercalare,AA,Polished,Rainbow,7,Retail Collector,L. Chen,Malaysia,Johor Bahru,Online,Instagram,38633,0,2988,0,Credit Card,COA-000232,2025-05-20,Y,Prairie Heritage Museum,C:\Permits\EXP-7569.pdf,8.6,17.3,15.4,,,,,,,,
S-0947,2025-10-04,I-2034,B-2025-019,Fossil,Placenticeras intercalare,AAA,Polished,Purple/Red,5,Gallery,Emerald & Stone,France,Lyon,Wholesale,Outbound Call,29455,0,282,0,EFT,COA-000233,2025-05-09,Y,148 Rockhounds,C:\Permits\EXP-5000.pdf,20.7,20.5,24.5,,,,,,,,
S-0948,2025-09-06,I-2035,B-2025-017,Fossil,Placenticeras intercalare,B,Polished,Golden Red,4,Gallery,Aurora Stones,Malaysia,Johor Bahru,Online,Website,17232,906,1233,0,PayPal,COA-000234,2025-02-03,N,,C:\Permits\EXP-7833.pdf,15.7,22.6,11.9,,,,,,,,
S-0949,2025-06-13,I-2036,B-2025-016,Fossil,Placenticeras intercalare,A,Polished,Sunset (R/O/G),7,Retail Collector,D. Park,Japan,Osaka,Show,Outbound Call,29323,0,1851,0,Square,COA-000235,2025-06-13,N,,C:\Permits\EXP-2424.pdf,30.7,29.1,9.2,,,,,,,,
S-0950,2025-07-11,I-2037,B-2025-015,Fossil,Placenticeras intercalare,A,Polished,Green/Blue,6,Retail Collector,O. Berg,China,Shanghai,Online,Outbound Call,17722,0,1234,0,PayPal,COA-000236,2025-12-26,N,,C:\Permits\EXP-1450.pdf,30.5,29.3,9.1,,,,,,,,
S-0951,2025-08-15,I-2038,B-2025-016,Fossil,Placenticeras intercalare,AAA,Polished,Peacock,6,Retail Collector,J. Martin,Canada,Toronto,Show,Google Ads,13194,0,1253,660,Wire,COA-000237,2025-12-12,Y,Pacific Gem Arts,C:\Permits\EXP-9565.pdf,21.3,6.2,23,,,,,,,,
S-0952,2025-06-26,I-2039,B-2025-018,Fossil,Placenticeras intercalare,A,Polished,Peacock,7,Gallery,Northern Lights Gallery,United States,Denver,Online,Website,23161,0,1380,0,Credit Card,COA-000238,2025-08-26,N,,C:\Permits\EXP-3895.pdf,39.5,12.1,7.1,,,,,,,,
S-0953,2025-04-09,I-2040,B-2025-016,Fossil,Placenticeras intercalare,AAA,Stabilized,Green/Gold,6,Museum,Natural History Museum,Canada,Toronto,Wholesale,Trade Show,15463,0,1545,773,Cheque,COA-000239,2025-12-26,N,,C:\Permits\EXP-7385.pdf,33.8,11.6,23.6,,,,,,,,
